war_id,war_name,side,bucket,low,high,notes
second_chechen_war,Second Chechen War,Russian Federation and pro-Moscow Chechen forces,deaths_from_actions:filtration_camp,,,"Amnesty reported systematic torture and ill-treatment in filtration camps and cited official Russian figures that 15,000 people had been detained by late summer 2000, but a separate death toll cannot be reliably isolated."
second_chechen_war,Second Chechen War,Russian Federation and pro-Moscow Chechen forces,deaths_from_actions:displacement_disease_privation,,,"Large-scale displacement and infrastructure destruction are documented, but no defensible separate indirect mortality estimate was found."
second_chechen_war,Second Chechen War,Chechen separatist and Islamist insurgent forces,military_killed,5000,14113,"The low reflects rebel-acknowledged losses by 1999-2004; the point follows the Hoover estimate of 8,000 Chechen separatist fighters killed; the high reflects Russian-reported militant deaths for the intense early period."
second_chechen_war,Second Chechen War,Chechen separatist and Islamist insurgent forces,civilians_killed_directly,900,1300,"This range includes major civilian and mixed-target insurgent attacks associated with the Chechen conflict in Chechnya, the North Caucasus, and Russia proper. Some events have contested attribution or mixed causation."
second_intifada,Second Intifada,Israel,military_killed,309,310,Israeli security-force personnel killed by Palestinians through end-2005. B'Tselem's end-2005 summary gives 309 security-force personnel out of 992 Israelis killed; another B'Tselem-cited summary gives 310 military deaths through 31 December 2005.
second_intifada,Second Intifada,Israel,civilians_killed_directly,1265,2412,Civilian totals are contested because B'Tselem classifies by participation at time of death while ICT-style sources classify more deaths as combatants based on affiliation or other criteria.
second_intifada,Second Intifada,Israel,deaths_from_actions:medical_access_restrictions,40,131,"UN human-rights material cited 35 newborns and 5 women who died at checkpoints in childbirth-related cases. A Palestinian National Information Center/IMEMC report claimed 131 checkpoint-delay deaths, including children, elderly people, and pregnant women. These are documented indirect-death estimate"
second_intifada,Second Intifada,Palestinian armed groups and Palestinian Authority-linked armed actors,military_killed,1008,1571,"Low is B'Tselem's count of Palestinians killed while participating in fighting through end-2005. High adds B'Tselem's 563 unknown-status cases. ICT's shorter-period estimate of about 1,542 combatants among 2,773 Palestinians killed by Israelis through 1 January 2005 supports the upper end."
second_intifada,Second Intifada,Palestinian armed groups and Palestinian Authority-linked armed actors,civilians_killed_directly,818,1338,"The Israeli civilian component is the best documented. Palestinian-on-Palestinian deaths are much less cleanly classified and include suspected collaborator killings, factional violence, and other internal violence."
war_in_afghanistan_2001,"War in Afghanistan (US-led, 2001-2021)",U.S.-led coalition / Islamic Republic of Afghanistan,military_killed,73391,99526,"Point estimate sums Costs of War figures: 69,095 Afghan military/police, 2,324 US military, 6 US DoD civilians, 3,917 US contractors, and 1,144 other allied troops. Low uses a lower 66,000 Afghan security-force estimate; high uses a reported 92,000 Afghan security-force deaths plus US/allied/contrac"
war_in_afghanistan_2001,"War in Afghanistan (US-led, 2001-2021)",U.S.-led coalition / Islamic Republic of Afghanistan,civilians_killed_directly,7400,14000,"This is a derived attributional range, not an official all-war count. It applies UNAMA-style pro-government attribution shares and known high-airstrike years to the Costs of War civilian total of 46,319. It should not be added mechanically to the anti-government range because attribution percentages"
war_in_afghanistan_2001,"War in Afghanistan (US-led, 2001-2021)",U.S.-led coalition / Islamic Republic of Afghanistan,deaths_from_actions:displacement,,,"Pro-government military operations contributed to displacement and infrastructure damage, but no defensible side-specific indirect-death estimate was found."
war_in_afghanistan_2001,"War in Afghanistan (US-led, 2001-2021)",U.S.-led coalition / Islamic Republic of Afghanistan,deaths_from_actions:health_system_damage,,,"Costs of War identifies reduced healthcare access, damaged infrastructure, unsafe water, malnutrition, and disease as indirect-death pathways, but does not apportion them by party."
war_in_afghanistan_2001,"War in Afghanistan (US-led, 2001-2021)",Taliban / al-Qaeda / Haqqani network / IS-K and other anti-government elements,military_killed,52893,,"Costs of War gives 52,893 opposition fighters killed through August 2021. This is best treated as an at-least/point estimate because US, NATO, Afghan, and Taliban sources did not produce a transparent bounded all-war total."
war_in_afghanistan_2001,"War in Afghanistan (US-led, 2001-2021)",Taliban / al-Qaeda / Haqqani network / IS-K and other anti-government elements,civilians_killed_directly,28300,37100,"Range is derived from applying UNAMA-reported anti-government attribution shares, roughly 61-80% in annual summaries and often around 75%, to the Costs of War direct Afghan civilian total of 46,319. It is an attributional estimate, not an official all-war count."
war_in_afghanistan_2001,"War in Afghanistan (US-led, 2001-2021)",Taliban / al-Qaeda / Haqqani network / IS-K and other anti-government elements,deaths_from_actions:displacement,,,"Taliban and other anti-government attacks, territorial offensives, intimidation, and IED contamination contributed to displacement, but no defensible side-specific indirect-death estimate was found."
war_in_afghanistan_2001,"War in Afghanistan (US-led, 2001-2021)",Taliban / al-Qaeda / Haqqani network / IS-K and other anti-government elements,deaths_from_actions:health_system_damage,,,"Attacks on healthcare, aid workers, and public spaces worsened access to care and humanitarian relief, but indirect mortality cannot be separated cleanly from the broader war environment."
war_in_afghanistan_2001,"War in Afghanistan (US-led, 2001-2021)",Unattributed / crossfire / other actors,military_killed,,,Not a coherent military side; included only to represent deaths that cannot be assigned to the two principal belligerent blocs.
war_in_afghanistan_2001,"War in Afghanistan (US-led, 2001-2021)",Unattributed / crossfire / other actors,civilians_killed_directly,,,"A residual share of civilian deaths was not attributable to a specific party. No all-war numeric count is provided here to avoid double counting against the 46,319 direct Afghan civilian deaths."
iraq_war_2003,Iraq War (2003-2011) and insurgency,U.S.-led coalition and post-2003 Iraqi government/security forces,military_killed,14927,,"Documented floor: 4,802 U.S./coalition military deaths in 2003-2011 plus Brookings/CRS composite of 10,125 Iraqi police/security-force deaths through July 2011. Iraqi security-force deaths are likely incomplete and not cleanly comparable across sources."
iraq_war_2003,Iraq War (2003-2011) and insurgency,U.S.-led coalition and post-2003 Iraqi government/security forces,civilians_killed_directly,14705,15164,"IBC's official 2003-2011 assessment gives 15,164 civilians directly caused by the U.S.-led coalition; the Guardian summary of the IBC audit gives 14,705. PLOS/IBC found 11,516 coalition-caused civilian deaths in 2003-2008."
iraq_war_2003,Iraq War (2003-2011) and insurgency,U.S.-led coalition and post-2003 Iraqi government/security forces,deaths_from_actions:infrastructure_collapse_health_system_displacement,,250000,"Indirect deaths are not cleanly attributable to one actor. PLOS estimated 405,000 excess Iraqi deaths through June 2011, with more than 60% directly attributable to violence and the rest associated with infrastructure and system collapse; Brown/Costs of War later estimated 250,000 indirect Iraqi civ"
iraq_war_2003,Iraq War (2003-2011) and insurgency,Former Ba'athist Iraqi state forces and anti-coalition / anti-government insurgents,military_killed,31594,34794,"Approximate range: 7,600-10,800 Iraqi combatants killed in the 2003 invasion per Project on Defense Alternatives, plus 23,994 documented post-invasion insurgent/combatant deaths from IBC/Guardian categories. These figures may omit non-battle deaths and may include some misclassified civilians."
iraq_war_2003,Iraq War (2003-2011) and insurgency,Former Ba'athist Iraqi state forces and anti-coalition / anti-government insurgents,civilians_killed_directly,9954,,"PLOS/IBC attributed 9,954 civilian deaths to anti-coalition forces in 2003-2008. The 2003-2011 high is unknown because many insurgent, militia, sectarian, and criminal attacks were coded as unknown perpetrators."
iraq_war_2003,Iraq War (2003-2011) and insurgency,Former Ba'athist Iraqi state forces and anti-coalition / anti-government insurgents,deaths_from_actions:displacement_ethnic_cleansing_sectarian_intimidation,,,"Insurgent and militia campaigns contributed to displacement, sectarian cleansing, service collapse, and indirect mortality, but the literature does not provide a defensible actor-specific indirect-death total for these groups."
iraq_war_2003,Iraq War (2003-2011) and insurgency,"Unidentified perpetrators, sectarian death squads, criminal armed groups, and unattributed militia violence",military_killed,,,No reliable public total separates military/combatant deaths inflicted by unknown or unattributed actors.
iraq_war_2003,Iraq War (2003-2011) and insurgency,"Unidentified perpetrators, sectarian death squads, criminal armed groups, and unattributed militia violence",civilians_killed_directly,68396,,"PLOS/IBC attributed 68,396 of 92,614 documented civilian violent deaths in 2003-2008 to unknown perpetrators, or 74% of the five-year dataset. The full 2003-2011 high is unknown."
iraq_war_2003,Iraq War (2003-2011) and insurgency,"Unidentified perpetrators, sectarian death squads, criminal armed groups, and unattributed militia violence",deaths_from_actions:sectarian_terror_displacement,,,"Unattributed sectarian and criminal violence contributed to indirect mortality through displacement and insecurity, but no defensible actor-specific estimate exists."
darfur_genocide,Darfur conflict / genocide,Government of Sudan and allied Janjaweed / RSF-type forces,military_killed,,,"No reliable public source found that disaggregates Sudanese government/allied combatant deaths for Darfur 2003-2020. UCDP-derived work estimates 8,000-13,000 state-based direct fatalities in Darfur, but this is not side-specific and includes more than government combatants."
darfur_genocide,Darfur conflict / genocide,Government of Sudan and allied Janjaweed / RSF-type forces,civilians_killed_directly,35000,128000,The point estimate uses the conservative CRED direct-violence figure. The high estimate uses Bloodhound's direct-violence upper bound; these methodologies are not perfectly comparable.
darfur_genocide,Darfur conflict / genocide,Government of Sudan and allied Janjaweed / RSF-type forces,deaths_from_actions:displacement,135000,265000,"De Waal's ICC expert statement summarizes the CRED update as about 35,000 direct-violence deaths and 135,000 deaths from hunger and disease through July 2005. The high value is an inferred ceiling: if the UN/USHMM 300,000 civilian-death figure by 2008 is accepted and at least 35,000 were direct viol"
darfur_genocide,Darfur conflict / genocide,Government of Sudan and allied Janjaweed / RSF-type forces,deaths_from_actions:famine,,,Famine/starvation deaths are embedded in the broader indirect-deaths estimate. Kailak in April 2004 is a documented example where a UN team found mortality far above emergency thresholds after destruction of foodstuffs and prevention of aid and escape.
darfur_genocide,Darfur conflict / genocide,Government of Sudan and allied Janjaweed / RSF-type forces,deaths_from_actions:disease,,,Disease deaths are embedded in the broader indirect-deaths estimate. CRED and WHO-related mortality work found that disease and malnutrition accounted for the majority of excess mortality after displacement.
darfur_genocide,Darfur conflict / genocide,Darfur rebel movements,military_killed,,,No reliable public source found that separates rebel combatant deaths from government combatant deaths or civilian deaths. UCDP-derived figures for state-based fatalities and rebel-rebel fighting are not convertible into rebel military killed without inventing a side split.
darfur_genocide,Darfur conflict / genocide,Darfur rebel movements,civilians_killed_directly,,,No defensible civilian-death range found for rebel-caused direct killings. The available literature indicates the rebel share was much smaller than the government/Janjaweed share but not zero.
darfur_genocide,Darfur conflict / genocide,Intercommunal and tribal armed groups not cleanly aligned with one belligerent,military_killed,,,Communal-conflict deaths are not reliably reported as combatant deaths by side.
darfur_genocide,Darfur conflict / genocide,Intercommunal and tribal armed groups not cleanly aligned with one belligerent,civilians_killed_directly,,,"No reliable civilian-only, side-attributed estimate found for communal armed groups."
mexican_drug_war,Mexican Drug War,Mexican state / security forces,military_killed,6276,,"Minimum assembled from non-identical series: PGR reported 3,074 public servants killed in 2006-2011, including 2,851 agents; SEDENA data cited 610 soldiers killed from 1 Dec 2006 to 30 Apr 2022; Causa en Comun reported 2,456 police killed from 1 Dec 2018 to 30 Sep 2024, 348 police killed in 2025, an"
mexican_drug_war,Mexican Drug War,Mexican state / security forces,civilians_killed_directly,60,103,"Only emblematic documented cases are included. Reports that the military killed about 3,000 people in 2007-2012 cannot be used as a civilian total because victims were often recorded as presumed aggressors and not reliably separated into cartel combatants, civilians, or unlawful executions."
mexican_drug_war,Mexican Drug War,Mexican state / security forces,deaths_from_actions:disappearance_impunity_militarization,,,"No credible national series converts these mechanisms into attributable indirect deaths. The 130,178 persons still registered as disappeared from 2006-2026 are a mass-victimization indicator but cannot be counted as deaths."
mexican_drug_war,Mexican Drug War,Cartels / organized criminal groups,military_killed,,,"No reliable all-period count of cartel combatants killed exists. UCDP records cartel-vs-cartel conflict fatalities, but Mexico's organized-violence deaths are overwhelmingly difficult to classify as civilian or combatant."
mexican_drug_war,Mexican Drug War,Cartels / organized criminal groups,civilians_killed_directly,96,,The low is only UCDP's 2024 high estimates for CJNG plus Sinaloa one-sided civilian killings. The true 2006-2026 civilian toll from cartels is vastly higher but cannot be separated from combatant and unknown-status organized-crime deaths with confidence.
mexican_drug_war,Mexican Drug War,Cartels / organized criminal groups,deaths_from_actions:disappearance,,,"Government update reported 130,178 persons still disappeared from 2006-2026. Cartels and organized crime are widely identified as major perpetrators, but disappearances cannot be converted into deaths without case-level confirmation."
mexican_drug_war,Mexican Drug War,Cartels / organized criminal groups,deaths_from_actions:displacement_forced_recruitment_extortion,,,"Cartel control, extortion, forced recruitment and displacement plausibly cause indirect mortality, but no credible nationwide death estimate was found."
mexican_drug_war,Mexican Drug War,Self-defense / vigilante / community police groups,military_killed,,,"No reliable national, conflict-wide series was found for self-defense combatants killed."
mexican_drug_war,Mexican Drug War,Self-defense / vigilante / community police groups,civilians_killed_directly,,,"Some self-defense groups committed abuses or were absorbed into cartel/state-aligned violence, but no credible national civilian-death estimate was found."
boko_haram_insurgency,Boko Haram insurgency / Lake Chad conflict,Boko Haram / JAS / ISWAP and splinter factions,military_killed,18950,,"CFR/Nigeria Security Tracker disaggregated 18,950 Boko Haram militant deaths for June 2011-June 2018. No authoritative 2009-2026 all-region militant-death total was found; later deaths from government operations and intra-jihadist fighting are not cleanly aggregated."
boko_haram_insurgency,Boko Haram insurgency / Lake Chad conflict,Boko Haram / JAS / ISWAP and splinter factions,civilians_killed_directly,15107,35000,"The low figure is a partial documented 2011-2018 dataset count. The high figure uses UN-linked reporting of around 35,000 civilians killed in the wider conflict; this is not a clean Boko Haram-only perpetrator count."
boko_haram_insurgency,Boko Haram insurgency / Lake Chad conflict,Boko Haram / JAS / ISWAP and splinter factions,deaths_from_actions:famine,,314000,"UNDP estimated 314,000 indirect conflict-attributable deaths by end-2020 from hunger, disease, lack of clean water, destroyed livelihoods, and health-system collapse. Boko Haram/ISWAP actions were a primary driver, but the figure is conflict-wide and cannot be assigned exclusively to one side."
boko_haram_insurgency,Boko Haram insurgency / Lake Chad conflict,Boko Haram / JAS / ISWAP and splinter factions,deaths_from_actions:displacement,,,"Boko Haram/ISWAP attacks caused mass displacement and restricted access to farms, markets, roads, and aid. Mortality attributable specifically to insurgent-caused displacement is not separately quantified beyond UNDP's conflict-wide indirect-deaths model."
boko_haram_insurgency,Boko Haram insurgency / Lake Chad conflict,Lake Chad Basin governments / MNJTF / allied militias,military_killed,3384,,"CFR/NST documented roughly 3,384 state security-service deaths since 2012 across the core Lake Chad theatre. Nigeria-only reporting by former CDS Lucky Irabor put Nigerian officers and soldiers killed at 2,700 for 2009-2021. The true 2009-2026 regional total is higher but not authoritatively aggrega"
boko_haram_insurgency,Boko Haram insurgency / Lake Chad conflict,Lake Chad Basin governments / MNJTF / allied militias,civilians_killed_directly,1700,,"The 1,700 low is a conservative floor combining Amnesty's 1,200+ extrajudicial killings and the 500+ airstrike-death estimate. Some incident categories may overlap with broader Amnesty counts, so no high-confidence total is available."
boko_haram_insurgency,Boko Haram insurgency / Lake Chad conflict,Lake Chad Basin governments / MNJTF / allied militias,deaths_from_actions:detention,7000,,"Amnesty International reported at least 7,000 deaths in Nigerian military detention by 2015, attributed to starvation, suffocation, torture, disease, and inhumane conditions."
boko_haram_insurgency,Boko Haram insurgency / Lake Chad conflict,Lake Chad Basin governments / MNJTF / allied militias,deaths_from_actions:displacement,,,"HRW documented severe harms from Borno camp closures and forced or unsafe returns, but no authoritative death toll specifically attributable to government displacement policy was found."
syrian_civil_war,Syrian Civil War,Syrian government / Assad regime and allies,military_killed,170000,173348,"Approximate aggregation of SOHR March 2025 non-civilian categories: regime forces 93,612; Russia/Iran/regime-backed militiamen 68,385; Hezbollah 1,830; non-Syrian Iran/Russia-backed militiamen 8,986; Russian-backed non-Syrian mercenaries 273; plus small former-regime loyalist categories. Includes po"
syrian_civil_war,Syrian Civil War,Syrian government / Assad regime and allies,civilians_killed_directly,193155,279000,"SOHR's alternate March 2025 categories include 52,909 civilians killed in regime shelling/gunfire, 26,440 in regime airstrikes, 8,808 by Russian strikes, and 2,504 in Russian/regime airstrikes that could not be distinguished."
syrian_civil_war,Syrian Civil War,Syrian government / Assad regime and allies,deaths_from_actions:detention_torture_prison_extermination,15074,104273,"SNHR documented 15,074 regime torture deaths through March 2024. Amnesty/HRDAG estimated 17,723 custody deaths across Syria through December 2015 and Amnesty estimated 5,000-13,000 hangings at Saydnaya. SOHR's March 2025 accounting listed 78,273 regime-prison torture deaths plus over 26,000 addition"
syrian_civil_war,Syrian Civil War,Syrian government / Assad regime and allies,deaths_from_actions:siege_starvation_medical_deprivation,552,,"SNHR's 2016 siege report attributed 552 siege deaths to government forces in then-still-besieged areas; it also documented 17,145 civilians killed by government forces and allies inside besieged areas by bombardment and related direct violence."
syrian_civil_war,Syrian Civil War,Syrian government / Assad regime and allies,deaths_from_actions:health_system_collapse_displacement_food_water_sanitation,,70000,"SCPR estimated 70,000 indirect deaths by early 2016 from collapse of healthcare, lack of food/medicine/water, sanitation failure, disease, and malnutrition. This cannot be cleanly attributed to one side, though regime/allied siege, bombardment, and aid-control policies were major documented drivers."
syrian_civil_war,Syrian Civil War,Armed opposition factions / Syrian National Army,military_killed,81489,85085,"SOHR March 2025 listed 81,489 members of rebel and Islamist factions killed; including 3,596 regime army defectors gives 85,085."
syrian_civil_war,Syrian Civil War,Armed opposition factions / Syrian National Army,civilians_killed_directly,2459,4227,Definitions differ between SOHR and SNHR; SNHR's higher figure is used as high.
syrian_civil_war,Syrian Civil War,Armed opposition factions / Syrian National Army,deaths_from_actions:detention_torture,57,57,SNHR documented 57 deaths due to torture by all armed opposition factions/SNA through March 2024.
syrian_civil_war,Syrian Civil War,Hay'at Tahrir al-Sham / non-ISIS jihadist factions,military_killed,28463,,"SOHR March 2025 listed 28,463 jihadists killed; exact separation of HTS from other jihadist factions is not always possible."
syrian_civil_war,Syrian Civil War,Hay'at Tahrir al-Sham / non-ISIS jihadist factions,civilians_killed_directly,501,927,HTS-specific and broader jihadist categories are not identical.
syrian_civil_war,Syrian Civil War,Hay'at Tahrir al-Sham / non-ISIS jihadist factions,deaths_from_actions:detention_torture,41,41,SNHR documented 41 deaths due to torture by HTS through March 2024.
syrian_civil_war,Syrian Civil War,ISIS / Islamic State,military_killed,41459,,"SOHR March 2025 listed 41,459 ISIS members killed."
syrian_civil_war,Syrian Civil War,ISIS / Islamic State,civilians_killed_directly,4935,5056,ISIS custody/missing deaths are likely incomplete.
syrian_civil_war,Syrian Civil War,ISIS / Islamic State,deaths_from_actions:detention_torture,32,,"SNHR documented 32 deaths due to torture by ISIS through March 2024; SOHR excluded more than 3,200 abducted civilians and fighters in ISIS prisons from its main totals, so the eventual toll may be higher."
syrian_civil_war,Syrian Civil War,ISIS / Islamic State,deaths_from_actions:siege_starvation_medical_deprivation,6,6,SNHR's 2016 siege report attributed 6 siege deaths to ISIS in then-still-besieged areas.
syrian_civil_war,Syrian Civil War,Syrian Democratic Forces / Kurdish forces,military_killed,15043,18243,"SOHR March 2025 listed 11,768 SDF members and 3,275 Kurdish-unit members killed; SOHR also excluded over 3,200 PKK fighters killed while fighting alongside SDF, giving a higher possible total."
syrian_civil_war,Syrian Civil War,Syrian Democratic Forces / Kurdish forces,civilians_killed_directly,516,1491,SNHR and SOHR diverge substantially on SDF-attributed civilian deaths.
syrian_civil_war,Syrian Civil War,Syrian Democratic Forces / Kurdish forces,deaths_from_actions:detention_torture,100,100,SNHR documented 100 deaths due to torture by the SDF through March 2024.
syrian_civil_war,Syrian Civil War,U.S.-led International Coalition,military_killed,,,SOHR stated it was unable to document International Coalition military deaths because of secrecy around missions and operations.
syrian_civil_war,Syrian Civil War,U.S.-led International Coalition,civilians_killed_directly,2679,3055,"Airwars provides independent incident-level civilian-harm tracking, but Iraq+Syria combined figures are not used as Syria-only totals here."
syrian_civil_war,Syrian Civil War,Turkey / Turkish forces,military_killed,269,269,SOHR March 2025 listed 269 Turkish soldiers killed.
syrian_civil_war,Syrian Civil War,Turkey / Turkish forces,civilians_killed_directly,1155,1155,Turkish-backed SNA civilian deaths are counted under armed opposition/SNA unless directly attributed to Turkish forces.
syrian_civil_war,Syrian Civil War,"Israel, Jordan, and other/unknown parties",military_killed,,,No clean side-specific military-death total found for these categories.
syrian_civil_war,Syrian Civil War,"Israel, Jordan, and other/unknown parties",civilians_killed_directly,121,8978,This is a residual category; do not interpret it as a unified side.
libyan_civil_wars,Libyan Civil Wars (2011 and 2014-2020),Gaddafi government and loyalist forces,military_killed,4700,4700,"Approximate 2013 Libyan government reassessment: loyalist combatant deaths were said to be similar to the 4,700 rebel-side dead. The figure is incomplete and does not fully resolve missing persons or executions after capture."
libyan_civil_wars,Libyan Civil Wars (2011 and 2014-2020),Gaddafi government and loyalist forces,civilians_killed_directly,152,,"The total number of civilians directly killed by Gaddafi forces is unknown. Documented components include shelling, cluster munitions, protest killings, detention deaths and executions."
libyan_civil_wars,Libyan Civil Wars (2011 and 2014-2020),Gaddafi government and loyalist forces,deaths_from_actions:landmines_cluster_munitions_explosive_remnants,,,"The UN Commission found Qadhafi forces used cluster munitions and anti-personnel/anti-vehicle mines, including in civilian areas, and did not properly record minefields. No reliable death total was found."
libyan_civil_wars,Libyan Civil Wars (2011 and 2014-2020),Anti-Gaddafi / NTC / thuwar forces,military_killed,4700,4700,"2013 Libyan government reassessment reported 4,700 rebel fighters/supporters killed and 2,100 missing across both camps. The label 'supporters' may include non-combatant activists."
libyan_civil_wars,Libyan Civil Wars (2011 and 2014-2020),Anti-Gaddafi / NTC / thuwar forces,civilians_killed_directly,60,,No complete civilian death total attributable to anti-Gaddafi forces was found. The numeric low reflects a documented execution component and should not be read as a full total.
libyan_civil_wars,Libyan Civil Wars (2011 and 2014-2020),NATO-led coalition,military_killed,0,0,No NATO military personnel were killed in combat during the 2011 Libya operation.
libyan_civil_wars,Libyan Civil Wars (2011 and 2014-2020),NATO-led coalition,civilians_killed_directly,60,403,The low reflects the UN Commission verified count; the high reflects Airwars' broader likely range. HRW's 72 documented deaths sits between these.
libyan_civil_wars,Libyan Civil Wars (2011 and 2014-2020),House of Representatives / Libyan National Army-LAAF camp,military_killed,,,"No reliable comprehensive side-specific count of LNA/LAAF combatant deaths for 2014-2020 was found. Aggregate ACLED totals for Libya in 2014-2020 are about 16,012 deaths across all sides and civilians."
libyan_civil_wars,Libyan Civil Wars (2011 and 2014-2020),House of Representatives / Libyan National Army-LAAF camp,civilians_killed_directly,349,541,The 349-541 range is the sum of LNA-attributed and UAE-attributed airstrike civilian-death ranges from New America/Airwars. This is not a complete civilian-death total for the LNA camp and may include coordination/attribution overlap.
libyan_civil_wars,Libyan Civil Wars (2011 and 2014-2020),House of Representatives / Libyan National Army-LAAF camp,deaths_from_actions:mines_ieds_booby_traps_erw,73,73,"OCHA/Libya Herald reporting said explosive contamination after the 2020 withdrawal caused 206 casualties since May 2020, including 73 killed and 133 injured."
libyan_civil_wars,Libyan Civil Wars (2011 and 2014-2020),Tripoli / GNA / Libya Dawn-aligned camp,military_killed,,,No reliable comprehensive side-specific count of GNA/Libya Dawn combatant deaths for 2014-2020 was found.
libyan_civil_wars,Libyan Civil Wars (2011 and 2014-2020),Tripoli / GNA / Libya Dawn-aligned camp,civilians_killed_directly,64,93,The 64-93 range adds New America/Airwars GNA strike deaths and US counter-ISIS deaths; it does not include every GNA-aligned militia abuse and may overlap with UNSMIL period reports.
libyan_civil_wars,Libyan Civil Wars (2011 and 2014-2020),Islamic State and other jihadist armed groups,military_killed,,,"ISIS and other jihadist combatants were killed by GNA/Misrata forces, LNA forces, and US strikes, especially in Sirte, but no reliable full combatant-death total was found."
libyan_civil_wars,Libyan Civil Wars (2011 and 2014-2020),Islamic State and other jihadist armed groups,civilians_killed_directly,,,"ISIS and jihadist groups committed executions, bombings and assassinations, but I did not find a complete civilian-fatality total separated by actor for 2014-2020."
iraq_isis_war,War against ISIS in Iraq and Syria (incl. Yazidi genocide),Islamic State / ISIS / ISIL / Daesh,military_killed,50000,100000,"Low is a U.S.-reported figure by late 2016; high is a cautious working ceiling based on later U.S./allied claims exceeding 80,000 by end-2017 plus 2018-2019 fighting. These are not identified body counts."
iraq_isis_war,War against ISIS in Iraq and Syria (incl. Yazidi genocide),Islamic State / ISIS / ISIL / Daesh,civilians_killed_directly,20000,40000,The range is a reconstructed estimate. No source found provides a comprehensive 2014-2019 Iraq+Syria civilian-only ISIS-perpetrated total.
iraq_isis_war,War against ISIS in Iraq and Syria (incl. Yazidi genocide),Islamic State / ISIS / ISIL / Daesh,deaths_from_actions:siege,1000,2900,"Deaths from starvation, dehydration or injuries during the ISIS siege; PLOS Medicine 95% CI 1,000-2,900."
iraq_isis_war,War against ISIS in Iraq and Syria (incl. Yazidi genocide),Islamic State / ISIS / ISIL / Daesh,deaths_from_actions:captivity,,,"PLOS estimated 6,800 kidnapped and 2,500 still missing at survey time, but deaths in captivity cannot be cleanly quantified."
iraq_isis_war,War against ISIS in Iraq and Syria (incl. Yazidi genocide),Iraqi government and aligned Iraqi/Kurdish forces,military_killed,10000,20000,"Known components include over 7,000 PMF killed and over 1,800 Peshmerga killed by late 2017; IBC reported over 4,000 Iraqi soldiers and allied militia killed by end-2015, but categories overlap."
iraq_isis_war,War against ISIS in Iraq and Syria (incl. Yazidi genocide),Iraqi government and aligned Iraqi/Kurdish forces,civilians_killed_directly,2002,8000,"Low is documented Iraqi airstrike deaths in 2014-2015. High is a cautious estimate including later ground fire and Mosul all-party anti-ISIS operations, but attribution is not clean."
iraq_isis_war,War against ISIS in Iraq and Syria (incl. Yazidi genocide),U.S.-led Coalition and Syrian Democratic Forces,military_killed,11000,11500,"SDF stated over 11,000 fighters were killed against ISIS. Coalition military deaths were much lower but no consolidated all-nationalities 2014-2019 total was found in the searched sources."
iraq_isis_war,War against ISIS in Iraq and Syria (incl. Yazidi genocide),U.S.-led Coalition and Syrian Democratic Forces,civilians_killed_directly,1302,13135,Official coalition figures are treated as a low bound. Airwars/Amnesty field investigations provide the higher independent range.
iraq_isis_war,War against ISIS in Iraq and Syria (incl. Yazidi genocide),"Syrian government, Russia, Iran-backed forces and allied militias",military_killed,,,No reliable ISIS-specific 2014-2019 total for Syrian government/Russian/Iran-backed military deaths was found. Wider Syria-war totals would overcount non-ISIS fighting.
iraq_isis_war,War against ISIS in Iraq and Syria (incl. Yazidi genocide),"Syrian government, Russia, Iran-backed forces and allied militias",civilians_killed_directly,,,Syrian/Russian civilian harm in the wider civil war is large but cannot be cleanly separated into anti-ISIS operations using the searched sources.
war_in_donbas_2014,War in Donbas (2014-2022),Ukrainian government side,military_killed,4400,4400,"OHCHR estimate to 31 December 2021; includes non-combat deaths while serving in the conflict zone, including accidents, disease, killings, and suicides."
war_in_donbas_2014,War in Donbas (2014-2022),Ukrainian government side,civilians_killed_directly,2,,"OHCHR records at least 3,404 civilian deaths overall, but does not publish a reliable aggregate perpetrator allocation. Ukrainian fire likely caused additional civilian deaths in armed-group-controlled areas, especially from shelling, but the public record does not support a clean total."
war_in_donbas_2014,War in Donbas (2014-2022),Ukrainian government side,deaths_from_actions:detention,100,150,"OHCHR estimated that 100-150 people detained by Government actors in the context of the armed conflict had been killed or died while in detention by 30 April 2021. The category includes members of armed groups, suspected supporters, and civilians; civilian/combatant shares are not separated."
war_in_donbas_2014,War in Donbas (2014-2022),Russia-backed armed groups / Russian Federation side,military_killed,6500,6500,OHCHR estimate for members of armed groups to 31 December 2021; includes non-combat deaths while serving in the conflict zone. The figure does not cleanly separate local fighters from Russian citizens or Russian regular personnel.
war_in_donbas_2014,War in Donbas (2014-2022),Russia-backed armed groups / Russian Federation side,civilians_killed_directly,335,,"The low figure is a conservative minimum from major documented incidents. It is not a full total of civilians killed by Russian-backed or Russian forces; most of the 3,404 overall civilian deaths are not publicly allocated by perpetrator."
war_in_donbas_2014,War in Donbas (2014-2022),Russia-backed armed groups / Russian Federation side,deaths_from_actions:detention,200,300,"OHCHR estimated that 200-300 conflict-related detainees held by armed groups and other actors in territory controlled by the self-proclaimed republics had been killed or died while in detention by 30 April 2021. Victims included captured Ukrainian personnel, pro-Ukrainian civilians, suspected suppor"
